Fold,Epoch,Loss,Accuracy,Pred_Real,Pred_Fake,True_Real,True_Fake,TN,FP,FN,TP
5,32,0.04619389772415161,0.7874015748031497,51,76,52,75,38,14,13,62
5,33,0.048624858260154724,0.7874015748031497,51,76,52,75,38,14,13,62
5,34,0.04710228741168976,0.8031496062992126,49,78,52,75,38,14,11,64
5,35,0.037358608096838,0.8031496062992126,47,80,52,75,37,15,10,65
5,36,0.032896339893341064,0.7952755905511811,46,81,52,75,36,16,10,65
5,37,0.031308066099882126,0.8110236220472441,44,83,52,75,36,16,8,67
5,38,0.033026061952114105,0.8031496062992126,45,82,52,75,36,16,9,66
5,39,0.02397622913122177,0.7874015748031497,47,80,52,75,36,16,11,64
5,40,0.024809999391436577,0.7874015748031497,47,80,52,75,36,16,11,64
5,41,0.023255838081240654,0.7952755905511811,46,81,52,75,36,16,10,65
5,42,0.019597182050347328,0.7952755905511811,46,81,52,75,36,16,10,65
5,43,0.023194445297122,0.7952755905511811,46,81,52,75,36,16,10,65
5,44,0.018444420769810677,0.7952755905511811,46,81,52,75,36,16,10,65
5,45,0.014065857045352459,0.7952755905511811,46,81,52,75,36,16,10,65
5,46,0.015875518321990967,0.7952755905511811,46,81,52,75,36,16,10,65
5,47,0.015437581576406956,0.7952755905511811,46,81,52,75,36,16,10,65
5,48,0.013433347456157207,0.7952755905511811,46,81,52,75,36,16,10,65
5,49,0.012184284627437592,0.7952755905511811,46,81,52,75,36,16,10,65
6,0,0.7113794684410095,0.5905511811023622,0,127,52,75,0,52,0,75
6,1,50.59352493286133,0.5905511811023622,0,127,52,75,0,52,0,75
6,2,6.888192653656006,0.4094488188976378,127,0,52,75,52,0,75,0
6,3,1.3770400285720825,0.44881889763779526,120,7,52,75,51,1,69,6
6,4,1.0040504932403564,0.4330708661417323,64,63,52,75,22,30,42,33
6,5,0.6120645999908447,0.4409448818897638,51,76,52,75,16,36,35,40
6,6,0.6337994933128357,0.5039370078740157,45,82,52,75,17,35,28,47
6,7,0.6066319346427917,0.4881889763779528,47,80,52,75,17,35,30,45
6,8,0.5660380721092224,0.48031496062992124,56,71,52,75,21,31,35,40
6,9,0.4899733066558838,0.5196850393700787,67,60,52,75,29,23,38,37
6,10,0.5972344279289246,0.49606299212598426,92,35,52,75,40,12,52,23
6,11,0.8009325861930847,0.5590551181102362,92,35,52,75,44,8,48,27
6,12,0.5381262898445129,0.6456692913385826,77,50,52,75,42,10,35,40
6,13,0.3780149221420288,0.6850393700787402,72,55,52,75,42,10,30,45
6,14,0.4935585558414459,0.6850393700787402,74,53,52,75,43,9,31,44
6,15,0.33010005950927734,0.6929133858267716,81,46,52,75,47,5,34,41
6,16,0.30797454714775085,0.6929133858267716,81,46,52,75,47,5,34,41
6,17,0.35194987058639526,0.7165354330708661,78,49,52,75,47,5,31,44
6,18,0.2984341084957123,0.7716535433070866,69,58,52,75,46,6,23,52
6,19,0.22812680900096893,0.7952755905511811,58,69,52,75,42,10,16,59
6,20,0.2659236490726471,0.8031496062992126,57,70,52,75,42,10,15,60
6,21,0.21053753793239594,0.7952755905511811,60,67,52,75,43,9,17,58
6,22,0.17555277049541473,0.8031496062992126,63,64,52,75,45,7,18,57
6,23,0.17097465693950653,0.8031496062992126,63,64,52,75,45,7,18,57
6,24,0.16693055629730225,0.7952755905511811,62,65,52,75,44,8,18,57
6,25,0.14379820227622986,0.7952755905511811,62,65,52,75,44,8,18,57
6,26,0.11814329773187637,0.8188976377952756,59,68,52,75,44,8,15,60
6,27,0.1262223869562149,0.8188976377952756,59,68,52,75,44,8,15,60
6,28,0.10586216300725937,0.8188976377952756,59,68,52,75,44,8,15,60
6,29,0.09214560687541962,0.8031496062992126,61,66,52,75,44,8,17,58
6,30,0.08200717717409134,0.8188976377952756,63,64,52,75,46,6,17,58
